Transport,Vehicle Type,Vehicle Monthly Distance Km,Energy efficiency,Waste Bag Weekly Count,Recycling,Monthly Grocery Bill,Frequency of Traveling by Air,CarbonEmission
public,No Vehicle,1320,Yes,2,"['Paper', 'Glass', 'Metal']",247,frequently,1269
walk/bicycle,No Vehicle,32,Yes,5,[],66,never,2117
public,No Vehicle,217,Yes,5,"['Paper', 'Plastic', 'Metal']",95,very frequently,2359
public,No Vehicle,1760,No,2,"['Paper', 'Plastic', 'Glass']",147,very frequently,2477
private,petrol,7793,No,2,[],80,very frequently,4383
private,petrol,3818,Sometimes,2,"['Paper', 'Plastic', 'Metal']",161,very frequently,3562
private,lpg,2791,Sometimes,5,"['Paper', 'Plastic', 'Glass']",189,very frequently,2610
private,petrol,3238,Sometimes,3,['Metal'],155,rarely,3872
walk/bicycle,No Vehicle,76,No,2,[],139,very frequently,3406
walk/bicycle,No Vehicle,71,Yes,3,['Glass'],52,frequently,2237
private,petrol,5945,Yes,7,"['Paper', 'Glass']",171,very frequently,6260
walk/bicycle,No Vehicle,64,Yes,6,"['Plastic', 'Metal']",194,very frequently,2639
walk/bicycle,No Vehicle,93,Yes,6,"['Plastic', 'Glass', 'Metal']",200,very frequently,2005
walk/bicycle,No Vehicle,48,Yes,6,"['Plastic', 'Glass']",289,frequently,2199
walk/bicycle,No Vehicle,55,Yes,6,['Glass'],238,frequently,2009
private,electric,9707,No,1,"['Paper', 'Plastic']",283,frequently,1451
walk/bicycle,No Vehicle,15,No,3,"['Paper', 'Plastic', 'Metal']",238,frequently,2024
private,hybrid,1104,Yes,6,['Metal'],94,never,1298
private,lpg,966,Sometimes,1,['Glass'],292,very frequently,2525
walk/bicycle,No Vehicle,1,Sometimes,4,"['Paper', 'Plastic', 'Metal']",94,very frequently,3967
private,lpg,9590,Sometimes,4,['Glass'],75,rarely,3771
public,No Vehicle,1786,Sometimes,5,"['Paper', 'Plastic', 'Glass']",100,frequently,1897
public,No Vehicle,1114,Yes,5,"['Paper', 'Plastic', 'Glass', 'Metal']",247,rarely,1581
walk/bicycle,No Vehicle,20,No,4,"['Paper', 'Plastic', 'Metal']",72,rarely,2040
public,No Vehicle,1942,Yes,4,"['Paper', 'Glass']",199,never,1422
walk/bicycle,No Vehicle,83,Sometimes,6,"['Plastic', 'Metal']",283,never,1665
private,electric,7328,No,3,"['Paper', 'Metal']",213,never,1287
public,No Vehicle,1834,Sometimes,1,['Glass'],190,frequently,2064
private,petrol,526,Yes,6,['Plastic'],165,rarely,1655
public,No Vehicle,1415,Sometimes,6,"['Plastic', 'Glass', 'Metal']",133,never,1629
private,hybrid,4667,Yes,1,"['Plastic', 'Metal']",150,never,2227
private,lpg,6614,No,2,"['Paper', 'Metal']",142,very frequently,3962
walk/bicycle,No Vehicle,98,No,3,"['Plastic', 'Glass', 'Metal']",276,very frequently,3112
public,No Vehicle,1318,Sometimes,7,"['Paper', 'Plastic']",151,rarely,2017
private,diesel,7206,No,1,"['Paper', 'Glass']",181,very frequently,4874
walk/bicycle,No Vehicle,1,Sometimes,4,"['Paper', 'Plastic', 'Metal']",72,very frequently,2101
private,petrol,4521,Sometimes,5,"['Paper', 'Glass', 'Metal']",234,rarely,2651
private,petrol,345,Sometimes,2,"['Paper', 'Glass', 'Metal']",80,very frequently,2699
walk/bicycle,No Vehicle,48,Yes,5,"['Paper', 'Plastic', 'Glass', 'Metal']",87,rarely,1266
public,No Vehicle,399,Sometimes,2,"['Paper', 'Metal']",209,never,1444
public,No Vehicle,966,No,5,"['Paper', 'Glass', 'Metal']",244,never,1658
walk/bicycle,No Vehicle,27,No,1,['Paper'],191,frequently,1740
walk/bicycle,No Vehicle,87,Sometimes,5,"['Paper', 'Plastic']",166,rarely,1165
private,hybrid,1009,Sometimes,7,"['Paper', 'Plastic', 'Metal']",296,rarely,2934
public,No Vehicle,514,Sometimes,2,['Plastic'],214,never,1932
public,No Vehicle,1627,Yes,3,[],50,rarely,1059
public,No Vehicle,1751,Sometimes,6,"['Plastic', 'Metal']",151,never,1522
private,petrol,3234,Sometimes,1,['Glass'],231,very frequently,3698
public,No Vehicle,229,Sometimes,6,['Paper'],158,never,1134
walk/bicycle,No Vehicle,82,Sometimes,1,"['Paper', 'Glass', 'Metal']",297,frequently,1502
private,hybrid,6220,No,6,[],57,frequently,3238
public,No Vehicle,1127,Sometimes,6,"['Paper', 'Plastic', 'Glass', 'Metal']",51,very frequently,2243
public,No Vehicle,1378,Sometimes,3,['Metal'],99,never,1015
private,electric,1874,No,1,"['Paper', 'Plastic']",89,very frequently,2998
public,No Vehicle,1162,Yes,4,"['Paper', 'Plastic', 'Metal']",130,frequently,1493
walk/bicycle,No Vehicle,39,Yes,4,['Glass'],69,frequently,1813
public,No Vehicle,1724,Yes,6,"['Paper', 'Metal']",153,never,1695
walk/bicycle,No Vehicle,33,Yes,1,[],220,never,1657
public,No Vehicle,449,Yes,7,"['Plastic', 'Glass', 'Metal']",166,very frequently,1970
private,hybrid,9068,Yes,7,[],229,never,3261
private,petrol,8434,Sometimes,5,['Plastic'],248,rarely,4738
walk/bicycle,No Vehicle,92,No,1,"['Glass', 'Metal']",141,very frequently,2002
public,No Vehicle,748,Yes,7,"['Paper', 'Plastic', 'Metal']",104,frequently,2450
walk/bicycle,No Vehicle,74,No,7,"['Paper', 'Metal']",53,frequently,2571
private,lpg,596,Yes,4,"['Paper', 'Plastic', 'Metal']",52,rarely,1295
walk/bicycle,No Vehicle,71,Sometimes,2,"['Paper', 'Plastic', 'Metal']",123,very frequently,2277
public,No Vehicle,764,No,6,"['Paper', 'Plastic', 'Metal']",231,never,1148
private,hybrid,6816,Yes,5,[],55,rarely,3081
private,electric,6527,Yes,4,['Glass'],275,very frequently,3574
walk/bicycle,No Vehicle,64,Yes,4,"['Paper', 'Plastic', 'Metal']",118,frequently,1674
public,No Vehicle,551,Sometimes,4,"['Paper', 'Plastic', 'Metal']",201,never,1098
walk/bicycle,No Vehicle,20,No,5,"['Paper', 'Glass']",192,never,1213
public,No Vehicle,841,Yes,1,"['Paper', 'Glass']",126,rarely,1086
public,No Vehicle,1737,Sometimes,1,['Metal'],68,never,905
private,hybrid,3184,Yes,5,"['Plastic', 'Glass']",171,rarely,2018
walk/bicycle,No Vehicle,35,Sometimes,5,"['Paper', 'Metal']",235,rarely,1698
walk/bicycle,No Vehicle,82,Sometimes,2,"['Plastic', 'Glass', 'Metal']",75,never,1024
walk/bicycle,No Vehicle,78,No,2,['Paper'],283,frequently,2488
walk/bicycle,No Vehicle,76,No,1,"['Plastic', 'Metal']",50,frequently,1685
private,hybrid,7113,Sometimes,5,"['Plastic', 'Glass']",85,frequently,2722
private,electric,4685,Sometimes,6,"['Paper', 'Plastic']",266,frequently,2617
private,diesel,1350,No,4,"['Plastic', 'Metal']",75,rarely,2106
walk/bicycle,No Vehicle,30,No,6,"['Paper', 'Metal']",53,rarely,1440
public,No Vehicle,1598,No,4,"['Paper', 'Plastic', 'Metal']",188,frequently,2789
private,petrol,1005,No,1,"['Paper', 'Glass']",189,very frequently,2982
walk/bicycle,No Vehicle,39,Sometimes,7,"['Plastic', 'Glass', 'Metal']",89,never,1925
public,No Vehicle,355,No,7,"['Plastic', 'Glass']",151,rarely,1704
private,petrol,3873,Sometimes,5,"['Paper', 'Glass']",279,frequently,3786
public,No Vehicle,1238,Sometimes,7,['Plastic'],186,never,1072
private,petrol,5832,Yes,1,"['Plastic', 'Glass', 'Metal']",132,frequently,3027
public,No Vehicle,1934,Yes,3,"['Paper', 'Glass', 'Metal']",73,frequently,2639
public,No Vehicle,1329,Sometimes,4,['Plastic'],104,frequently,2196
walk/bicycle,No Vehicle,61,Yes,3,['Paper'],203,rarely,1283
public,No Vehicle,780,Yes,3,"['Plastic', 'Metal']",118,frequently,1476
private,lpg,4539,Sometimes,4,"['Paper', 'Glass']",162,frequently,3042
private,petrol,9868,Sometimes,7,"['Paper', 'Plastic']",223,frequently,6792
private,electric,9665,Yes,1,"['Paper', 'Plastic', 'Glass']",58,frequently,933
walk/bicycle,No Vehicle,66,Yes,1,"['Paper', 'Glass', 'Metal']",94,rarely,1747
private,electric,868,No,6,[],293,frequently,3020
walk/bicycle,No Vehicle,81,No,6,"['Paper', 'Glass', 'Metal']",172,frequently,1877
private,petrol,9544,Yes,6,['Glass'],106,never,5294
walk/bicycle,No Vehicle,66,No,5,"['Paper', 'Plastic', 'Glass']",241,very frequently,3034
public,No Vehicle,458,Yes,6,['Plastic'],251,rarely,2584
walk/bicycle,No Vehicle,27,Sometimes,4,['Glass'],116,frequently,2332
private,hybrid,3820,Yes,3,"['Paper', 'Glass', 'Metal']",235,very frequently,2698
public,No Vehicle,1246,Yes,2,"['Plastic', 'Glass', 'Metal']",129,very frequently,2319
private,petrol,9066,Yes,2,"['Plastic', 'Glass']",132,very frequently,5467
public,No Vehicle,1585,No,2,"['Paper', 'Glass', 'Metal']",86,frequently,2064
public,No Vehicle,1827,Yes,2,['Glass'],97,never,1696
private,electric,2553,No,2,"['Paper', 'Plastic']",71,never,1070
private,electric,3709,Sometimes,3,"['Paper', 'Plastic', 'Glass']",65,never,1668
public,No Vehicle,1205,Yes,5,"['Paper', 'Glass']",178,never,1375
private,diesel,2567,Sometimes,1,"['Paper', 'Metal']",144,rarely,2304
public,No Vehicle,323,Sometimes,2,['Paper'],114,very frequently,2180
walk/bicycle,No Vehicle,90,Yes,5,"['Paper', 'Metal']",121,rarely,690
private,diesel,4488,Sometimes,4,"['Paper', 'Plastic', 'Glass', 'Metal']",184,very frequently,3871
private,petrol,3434,Sometimes,4,"['Paper', 'Metal']",184,never,2041
walk/bicycle,No Vehicle,57,No,6,"['Paper', 'Glass', 'Metal']",74,frequently,1181
walk/bicycle,No Vehicle,92,Sometimes,3,['Paper'],165,rarely,1564
private,lpg,5174,No,3,"['Plastic', 'Glass', 'Metal']",123,frequently,2840
private,electric,9297,No,3,['Metal'],291,very frequently,2924
private,petrol,146,Yes,4,['Plastic'],190,never,1502
walk/bicycle,No Vehicle,78,Sometimes,4,['Plastic'],184,never,1437
public,No Vehicle,235,Yes,5,['Metal'],185,very frequently,2521
walk/bicycle,No Vehicle,2,Sometimes,1,"['Paper', 'Metal']",218,frequently,951
walk/bicycle,No Vehicle,30,Yes,4,"['Paper', 'Plastic', 'Glass', 'Metal']",63,very frequently,2568
public,No Vehicle,8,No,5,['Glass'],53,very frequently,2464
walk/bicycle,No Vehicle,6,Yes,3,['Glass'],126,never,1014
private,diesel,2086,Yes,6,"['Paper', 'Plastic', 'Metal']",299,rarely,2710
private,lpg,7935,Yes,2,['Metal'],270,very frequently,4165
walk/bicycle,No Vehicle,87,Sometimes,7,"['Glass', 'Metal']",73,never,2355
walk/bicycle,No Vehicle,19,Sometimes,4,"['Plastic', 'Glass', 'Metal']",120,frequently,1677
public,No Vehicle,1897,Sometimes,3,"['Plastic', 'Metal']",253,frequently,1901
private,diesel,9845,Yes,4,[],87,rarely,4288
walk/bicycle,No Vehicle,78,Yes,1,[],215,rarely,1461
public,No Vehicle,75,Yes,5,"['Paper', 'Plastic']",134,very frequently,3250
public,No Vehicle,759,Sometimes,6,"['Plastic', 'Glass', 'Metal']",167,very frequently,2877
public,No Vehicle,444,Sometimes,5,"['Paper', 'Plastic', 'Glass', 'Metal']",298,very frequently,1966
public,No Vehicle,1090,Yes,3,"['Paper', 'Plastic', 'Glass', 'Metal']",158,never,1084
public,No Vehicle,401,No,7,"['Paper', 'Plastic', 'Glass']",154,frequently,1857
walk/bicycle,No Vehicle,13,No,4,['Glass'],145,never,1787
private,electric,5202,No,6,"['Paper', 'Plastic', 'Glass']",127,rarely,1516
walk/bicycle,No Vehicle,88,Yes,6,"['Plastic', 'Glass']",192,rarely,1769
private,hybrid,6928,Sometimes,4,"['Paper', 'Plastic']",237,never,2310
private,petrol,1958,No,1,"['Glass', 'Metal']",279,never,1432
public,No Vehicle,487,Yes,5,"['Paper', 'Glass', 'Metal']",167,never,1354
public,No Vehicle,233,Yes,6,"['Paper', 'Plastic', 'Metal']",134,very frequently,2305
private,hybrid,5086,No,4,['Metal'],152,never,2120
private,diesel,31,Sometimes,5,"['Paper', 'Metal']",63,rarely,975
walk/bicycle,No Vehicle,44,Yes,2,['Glass'],290,frequently,1715
walk/bicycle,No Vehicle,3,Yes,7,"['Plastic', 'Metal']",104,rarely,1888
private,electric,5183,Sometimes,2,"['Paper', 'Glass']",65,never,850
public,No Vehicle,90,Yes,5,['Glass'],152,never,1787
private,lpg,596,No,2,['Paper'],111,frequently,2030
private,electric,1921,Sometimes,6,"['Paper', 'Plastic', 'Glass']",248,rarely,1717
private,hybrid,3696,Sometimes,4,['Paper'],257,frequently,2319
walk/bicycle,No Vehicle,19,Yes,3,"['Paper', 'Metal']",239,never,1573
public,No Vehicle,1664,Yes,3,['Glass'],158,frequently,2308
private,lpg,8403,No,4,['Paper'],152,never,4136
walk/bicycle,No Vehicle,72,Sometimes,2,"['Glass', 'Metal']",56,rarely,981
walk/bicycle,No Vehicle,7,Yes,4,"['Plastic', 'Glass', 'Metal']",215,very frequently,2641
private,diesel,9635,No,3,"['Paper', 'Plastic', 'Glass', 'Metal']",90,never,3842
public,No Vehicle,519,No,3,"['Plastic', 'Metal']",296,frequently,2665
walk/bicycle,No Vehicle,13,No,1,"['Plastic', 'Metal']",170,rarely,973
public,No Vehicle,1193,Sometimes,4,"['Paper', 'Glass', 'Metal']",298,very frequently,2806
walk/bicycle,No Vehicle,62,No,7,"['Paper', 'Metal']",54,never,1455
private,hybrid,8855,No,2,"['Plastic', 'Glass']",244,rarely,2081
private,petrol,1834,Sometimes,1,['Paper'],207,never,2059
private,petrol,2853,No,7,"['Glass', 'Metal']",217,never,2910
public,No Vehicle,688,Yes,6,"['Paper', 'Metal']",180,never,1440
public,No Vehicle,430,Sometimes,6,['Plastic'],218,frequently,1966
private,lpg,3030,Sometimes,2,"['Paper', 'Plastic', 'Metal']",136,rarely,1980
public,No Vehicle,1595,Yes,4,['Paper'],276,rarely,1554
walk/bicycle,No Vehicle,8,No,7,['Metal'],220,very frequently,3246
private,hybrid,7753,No,3,['Glass'],175,very frequently,4924
public,No Vehicle,210,Sometimes,2,"['Paper', 'Glass', 'Metal']",119,frequently,1164
public,No Vehicle,914,Sometimes,5,"['Paper', 'Plastic', 'Glass']",66,very frequently,3006
walk/bicycle,No Vehicle,92,Yes,5,"['Paper', 'Glass', 'Metal']",217,very frequently,2372
private,hybrid,1851,No,1,"['Paper', 'Plastic', 'Glass']",66,frequently,1464
private,petrol,1554,Sometimes,3,['Paper'],172,very frequently,3279
private,lpg,4359,No,2,"['Paper', 'Glass', 'Metal']",291,very frequently,3175
private,lpg,723,Sometimes,2,"['Plastic', 'Metal']",52,rarely,1377
private,petrol,2622,Sometimes,2,"['Paper', 'Plastic', 'Metal']",125,never,1770
private,lpg,703,Yes,5,['Metal'],80,very frequently,2836
walk/bicycle,No Vehicle,2,No,7,"['Plastic', 'Glass', 'Metal']",243,frequently,2493
walk/bicycle,No Vehicle,61,Sometimes,2,"['Plastic', 'Metal']",173,rarely,1651
private,lpg,9198,Sometimes,1,"['Paper', 'Glass', 'Metal']",71,never,2854
walk/bicycle,No Vehicle,83,Sometimes,5,"['Glass', 'Metal']",84,rarely,1966
private,lpg,9368,Sometimes,6,"['Paper', 'Plastic', 'Metal']",68,never,3718
public,No Vehicle,987,Yes,3,"['Paper', 'Plastic']",150,rarely,1111
walk/bicycle,No Vehicle,40,Sometimes,3,"['Paper', 'Plastic', 'Glass', 'Metal']",70,rarely,593
walk/bicycle,No Vehicle,98,Yes,5,"['Paper', 'Glass', 'Metal']",269,rarely,1713
private,hybrid,8159,Yes,1,"['Paper', 'Plastic', 'Glass']",214,rarely,2773
private,electric,5384,Yes,5,"['Plastic', 'Metal']",180,very frequently,2566
public,No Vehicle,818,Sometimes,3,"['Paper', 'Plastic', 'Metal']",193,frequently,1387
public,No Vehicle,1242,Yes,7,['Glass'],244,frequently,2034
public,No Vehicle,1545,Yes,3,"['Paper', 'Plastic', 'Glass', 'Metal']",177,frequently,2260
private,electric,9076,No,7,"['Paper', 'Plastic', 'Metal']",140,never,804
private,electric,6432,Sometimes,6,"['Paper', 'Glass']",124,frequently,1612
walk/bicycle,No Vehicle,78,No,7,"['Paper', 'Glass', 'Metal']",74,frequently,1629
public,No Vehicle,634,Sometimes,5,"['Paper', 'Plastic']",93,very frequently,2764
private,lpg,8943,No,3,"['Plastic', 'Glass']",105,frequently,4025
public,No Vehicle,545,Yes,1,"['Glass', 'Metal']",116,very frequently,2054
private,diesel,6487,No,2,['Metal'],59,very frequently,4058
walk/bicycle,No Vehicle,54,Yes,3,[],156,very frequently,3025
walk/bicycle,No Vehicle,48,Sometimes,2,['Metal'],195,frequently,1822
public,No Vehicle,1848,Yes,5,"['Glass', 'Metal']",217,frequently,1997
walk/bicycle,No Vehicle,97,Yes,3,"['Paper', 'Plastic', 'Metal']",114,rarely,1320
walk/bicycle,No Vehicle,19,Sometimes,6,"['Plastic', 'Metal']",191,never,1302
public,No Vehicle,557,No,1,[],184,very frequently,3185
private,electric,6038,Sometimes,6,[],245,very frequently,2629
walk/bicycle,No Vehicle,7,No,5,"['Paper', 'Plastic', 'Glass', 'Metal']",56,very frequently,2717
public,No Vehicle,1500,No,4,['Glass'],257,very frequently,2721
walk/bicycle,No Vehicle,42,No,4,"['Paper', 'Plastic', 'Metal']",224,very frequently,2639
public,No Vehicle,664,Yes,6,[],199,never,1916
public,No Vehicle,1394,No,6,"['Plastic', 'Glass', 'Metal']",161,frequently,2079
public,No Vehicle,174,Sometimes,6,"['Paper', 'Plastic']",137,frequently,2446
walk/bicycle,No Vehicle,48,No,7,"['Paper', 'Metal']",124,very frequently,2491
public,No Vehicle,229,Yes,7,"['Paper', 'Metal']",275,very frequently,2637
private,petrol,4102,Yes,3,['Plastic'],131,never,3661
private,petrol,5779,Yes,3,['Paper'],171,rarely,3023
public,No Vehicle,1190,No,6,"['Paper', 'Metal']",64,never,1204
public,No Vehicle,1025,Sometimes,3,['Paper'],160,never,1792
private,petrol,8517,Sometimes,3,"['Plastic', 'Glass', 'Metal']",238,very frequently,5031
walk/bicycle,No Vehicle,22,Yes,2,"['Plastic', 'Glass', 'Metal']",231,never,1022
public,No Vehicle,65,Yes,6,['Plastic'],277,frequently,2116
private,electric,4099,Sometimes,7,"['Plastic', 'Glass']",260,very frequently,2538
public,No Vehicle,1494,No,7,['Paper'],262,very frequently,2404
public,No Vehicle,390,Sometimes,7,"['Paper', 'Plastic', 'Metal']",119,frequently,2292
private,petrol,9925,Sometimes,1,['Plastic'],240,rarely,5289
public,No Vehicle,115,Sometimes,6,['Paper'],59,frequently,3217
private,electric,577,Yes,7,['Metal'],113,never,1327
private,petrol,8682,No,6,['Glass'],262,frequently,6776
public,No Vehicle,1902,No,6,"['Plastic', 'Metal']",284,never,1742
private,petrol,4246,No,4,"['Paper', 'Metal']",156,frequently,3648
public,No Vehicle,277,Yes,3,"['Paper', 'Plastic', 'Glass', 'Metal']",235,very frequently,2718
walk/bicycle,No Vehicle,53,Yes,5,[],151,rarely,1845
walk/bicycle,No Vehicle,97,Sometimes,1,['Plastic'],223,rarely,1953
walk/bicycle,No Vehicle,95,Sometimes,4,['Plastic'],262,rarely,1486
public,No Vehicle,303,No,3,"['Glass', 'Metal']",186,frequently,1284
walk/bicycle,No Vehicle,64,Yes,3,"['Plastic', 'Glass', 'Metal']",135,frequently,1542
private,diesel,7413,Yes,4,['Plastic'],220,very frequently,4638
public,No Vehicle,1966,Sometimes,6,"['Paper', 'Plastic']",89,frequently,1841
public,No Vehicle,1024,No,2,['Paper'],117,very frequently,2636
walk/bicycle,No Vehicle,71,No,3,"['Plastic', 'Glass']",139,never,926
private,lpg,3777,Sometimes,6,"['Plastic', 'Glass']",183,very frequently,4869
public,No Vehicle,1680,Sometimes,5,"['Paper', 'Glass', 'Metal']",95,never,1290
public,No Vehicle,154,Sometimes,3,['Glass'],104,very frequently,4149
public,No Vehicle,118,Yes,5,['Plastic'],245,frequently,2926
private,petrol,9942,Sometimes,3,"['Paper', 'Plastic', 'Glass', 'Metal']",64,never,5071
public,No Vehicle,172,Sometimes,5,['Glass'],131,rarely,1898
private,hybrid,5272,No,3,[],143,rarely,2192
public,No Vehicle,1571,Yes,5,"['Paper', 'Plastic', 'Metal']",228,frequently,2428
private,lpg,8493,Yes,5,['Metal'],200,never,3957
public,No Vehicle,1598,Yes,4,['Glass'],138,rarely,1710
private,diesel,2880,Yes,6,"['Plastic', 'Glass', 'Metal']",150,never,2282
walk/bicycle,No Vehicle,52,Yes,6,['Plastic'],291,frequently,3344
public,No Vehicle,825,Sometimes,6,[],124,very frequently,3411
private,petrol,1669,Sometimes,7,[],220,very frequently,3675
private,lpg,9100,Yes,4,['Paper'],188,frequently,4262
walk/bicycle,No Vehicle,91,Yes,1,['Metal'],99,rarely,1329
public,No Vehicle,1974,No,3,"['Plastic', 'Metal']",187,rarely,2034
public,No Vehicle,1958,Yes,4,[],136,very frequently,2187
public,No Vehicle,786,No,3,"['Glass', 'Metal']",128,never,1514
public,No Vehicle,1731,Yes,5,"['Plastic', 'Metal']",237,rarely,2405
public,No Vehicle,838,No,1,['Glass'],281,frequently,2148
private,hybrid,6039,Sometimes,1,"['Plastic', 'Glass']",91,frequently,2911
walk/bicycle,No Vehicle,39,Yes,6,"['Paper', 'Plastic', 'Metal']",272,very frequently,2544
private,electric,2230,Yes,5,"['Paper', 'Glass', 'Metal']",136,frequently,1223
private,lpg,6425,Sometimes,2,"['Paper', 'Glass']",251,very frequently,4681
walk/bicycle,No Vehicle,64,Sometimes,2,"['Plastic', 'Metal']",177,frequently,1370
walk/bicycle,No Vehicle,95,Sometimes,4,"['Plastic', 'Metal']",142,very frequently,2437
walk/bicycle,No Vehicle,32,Sometimes,1,['Glass'],132,very frequently,1622
private,lpg,2060,Yes,5,"['Plastic', 'Glass', 'Metal']",261,frequently,2407
public,No Vehicle,1110,Yes,7,"['Paper', 'Metal']",206,very frequently,2361
walk/bicycle,No Vehicle,54,Yes,5,"['Plastic', 'Metal']",279,frequently,2258
public,No Vehicle,439,Sometimes,2,"['Paper', 'Glass']",164,frequently,2636
walk/bicycle,No Vehicle,9,Sometimes,5,['Paper'],81,very frequently,2268
walk/bicycle,No Vehicle,60,No,4,"['Paper', 'Plastic', 'Glass']",257,never,958
public,No Vehicle,1528,No,4,"['Paper', 'Metal']",216,frequently,1774
public,No Vehicle,1950,Yes,2,['Glass'],247,very frequently,3213
private,lpg,500,No,2,"['Paper', 'Plastic', 'Glass']",105,frequently,2290
public,No Vehicle,332,Sometimes,2,"['Glass', 'Metal']",262,frequently,1707
walk/bicycle,No Vehicle,7,No,5,"['Paper', 'Plastic']",82,never,1277
walk/bicycle,No Vehicle,83,Yes,1,"['Plastic', 'Glass']",212,rarely,1306
public,No Vehicle,227,No,6,"['Plastic', 'Metal']",83,frequently,1675
public,No Vehicle,539,Sometimes,1,['Metal'],75,frequently,1877
private,electric,9592,Yes,5,"['Paper', 'Plastic', 'Metal']",276,rarely,1794
public,No Vehicle,464,Sometimes,3,"['Plastic', 'Glass']",149,frequently,1875
walk/bicycle,No Vehicle,26,Yes,2,"['Paper', 'Plastic', 'Glass', 'Metal']",195,rarely,1988
public,No Vehicle,1902,Sometimes,5,"['Paper', 'Metal']",59,very frequently,2352
